ID,X,Y
92,77,128
92,76,127
92,75,128
92,73,127
92,71,132
92,69,133
92,72,135
92,75,135
92,81,131
92,86,131
92,81,131
92,79,133
92,82,135
92,87,136
92,89,134
92,88,132
92,89,131
92,90,132
92,88,135
92,87,140
92,85,142
92,85,144
92,87,145
92,88,144
92,87,143
92,88,142
92,92,144
92,93,143
92,92,140
92,93,141
92,94,139
92,101,133
92,100,131
92,103,127
92,102,125
92,103,123
92,102,113
92,100,112
92,97,108
92,101,112
92,102,110
92,99,106
93,114,140
93,114,142
93,113,142
93,112,143
93,112,145
93,110,145
93,110,143
93,112,143
93,114,141
93,113,140
94,114,264
95,112,293
95,98,293
95,97,292
95,96,292
95,95,291
95,93,291
95,93,290
95,90,287
95,94,291
95,95,291
95,96,292
95,97,292
95,98,293
95,111,293
95,114,290
95,111,287
95,110,287
95,107,284
95,106,284
95,101,279
95,101,278
95,99,276
95,99,273
95,98,272
95,98,266
95,98,272
95,99,273
95,99,275
95,101,277
95,101,278
95,107,284
95,108,284
95,111,287
95,112,287
95,114,289
95,114,291
96,116,103
96,115,103
96,114,102
96,114,101
96,116,101
97,116,236
97,116,233
98,118,197
98,118,196
99,118,239
100,119,125
100,117,125
100,116,126
100,117,127
100,118,127
100,117,127
100,116,126
100,116,125
101,119,331
101,118,332
101,115,332
101,114,331
101,114,328
101,115,327
101,116,327
101,117,328
101,118,328
101,118,329
101,119,330
102,122,17
102,121,17
103,124,19
103,124,20
103,123,21
103,120,21
103,120,19
104,124,250
104,123,250
104,122,251
104,122,253
104,122,250
105,125,159
105,124,158
105,122,158
105,124,158
106,125,174
107,125,285
107,124,286
107,121,286
107,120,287
107,116,287
107,115,286
107,114,286
107,113,285
107,112,285
107,113,285
107,114,286
107,116,286
107,117,287
107,120,287
107,121,286
107,120,285
107,118,285
107,117,284
107,116,284
107,115,283
107,113,283
107,112,282
107,111,282
107,110,281
107,109,281
107,107,279
107,106,279
107,102,275
107,102,274
107,101,273
107,101,272
107,100,271
107,100,266
107,100,271
107,101,272
107,101,273
107,107,279
107,108,279
107,110,281
107,111,281
107,113,283
107,115,283
107,116,284
107,117,284
107,118,283
107,119,283
107,120,282
107,118,280
107,118,279
107,116,277
107,116,276
107,115,275
107,117,277
107,117,278
107,123,284
107,121,282
107,120,283
107,118,283
107,117,284
107,118,285
107,120,285
107,121,286
107,124,286
108,127,155
109,131,152
109,130,153
110,131,155
110,129,157
110,126,157
110,128,157
110,130,155
111,134,47
111,134,48
111,133,49
111,132,49
111,132,47
112,134,314
112,133,314
112,132,313
112,132,312
112,134,312
113,139,73
113,139,72
114,140,163
114,136,163
114,136,162
114,135,161
114,137,163
115,141,102
116,139,212
116,139,211
116,140,210
116,141,211
116,141,212
116,141,211
116,140,210
116,139,211
117,142,269
117,140,269
117,139,270
117,136,270
117,135,269
117,134,269
117,126,261
117,125,262
117,126,261
117,125,260
117,125,259
117,135,269
117,136,269
117,137,270
117,138,270
117,139,269
117,141,269
117,142,268
118,142,322
119,143,145
119,143,146
119,142,146
119,139,149
119,138,148
119,135,151
119,134,151
119,133,152
119,135,150
119,135,149
119,136,148
119,138,148
119,139,149
120,143,324
120,142,324
121,145,120
122,145,149
122,145,150
122,142,153
122,141,153
122,135,159
122,134,159
122,132,161
122,130,161
122,131,161
122,132,160
122,131,159
122,129,159
122,128,160
122,129,159
122,131,159
122,132,160
122,133,159
122,134,159
122,137,156
122,138,156
122,144,150
122,144,149
122,143,148
122,137,154
122,143,148
122,144,149
123,145,283
123,145,281
124,143,75
124,142,75
124,141,76
124,135,76
124,133,74
124,132,74
124,134,74
124,135,73
124,135,72
124,136,71
124,136,70
124,137,69
124,137,68
124,137,69
124,136,70
124,136,71
124,135,72
124,135,73
124,134,74
124,136,76
124,141,76
124,145,72
124,144,71
124,143,71
124,143,70
124,142,69
124,141,70
124,141,71
124,141,69
124,142,68
124,143,68
124,144,67
124,142,65
124,142,64
124,141,63
124,140,64
124,140,65
124,139,66
124,139,65
124,141,63
124,140,62
124,137,62
124,137,60
124,135,58
124,134,58
124,132,60
124,132,59
124,133,59
124,134,58
124,141,58
124,142,59
124,143,59
124,146,62
124,146,63
124,147,64
124,147,69
124,146,70
124,146,72
125,147,123
126,147,126
126,145,124
126,145,123
126,144,122
126,145,123
126,145,124
127,147,144
128,147,270
128,146,271
128,145,271
128,143,273
128,142,273
128,141,274
128,140,274
128,139,275
128,137,275
128,134,272
128,133,272
128,128,267
128,128,266
128,127,265
128,134,272
128,135,272
128,138,275
128,139,274
128,140,274
128,141,273
128,142,273
128,144,271
128,145,271
128,147,269
128,146,268
128,147,268
129,149,141
130,149,207
130,148,207
131,150,145
131,149,145
131,147,147
131,147,148
131,147,147
131,149,145
132,153,206
132,151,206
133,153,269
134,155,243
134,154,242
135,156,60
135,154,60
135,154,58
135,156,58
136,157,205
136,156,205
137,158,230
138,160,136
139,161,318
139,160,317
139,159,318
139,159,317
139,161,317
140,163,137
140,162,137
141,163,142
141,162,142
142,164,246
142,163,246
142,163,245
142,161,243
142,161,242
142,160,241
142,159,242
142,160,241
142,160,240
142,158,238
142,158,237
142,156,235
142,156,234
142,155,233
142,155,227
142,154,226
142,153,227
142,153,229
142,147,229
142,146,228
142,145,228
142,143,226
142,143,224
142,142,223
142,142,222
142,141,221
142,142,221
142,142,222
142,143,223
142,143,225
142,147,229
142,152,229
142,153,228
142,153,227
142,152,226
142,152,225
142,151,224
142,151,223
142,150,222
142,150,221
142,149,220
142,149,219
142,148,218
142,148,217
142,149,216
142,149,215
142,148,214
142,147,215
142,148,214
142,148,213
142,147,212
142,146,213
142,147,212
142,147,211
142,146,210
142,145,211
142,146,210
142,146,209
142,145,208
142,139,208
142,145,208
142,146,209
142,146,210
142,147,211
142,148,210
142,148,209
142,148,210
142,149,211
142,149,212
142,148,213
142,149,214
142,149,215
142,150,216
142,150,217
142,151,218
142,151,219
142,152,220
142,152,222
142,153,223
142,153,224
142,154,225
142,154,226
142,155,227
142,155,233
142,156,234
142,157,233
142,157,232
142,157,233
142,156,234
142,157,235
142,157,236
142,159,238
142,159,239
142,161,241
142,161,242
142,163,244
142,164,243
142,163,244
142,163,245
143,164,288
143,162,288
143,162,286
143,164,286
144,165,191
145,167,183
145,167,180
146,167,189
146,165,189
146,165,187
146,167,187
147,168,178
147,167,177
148,168,202
148,167,202
149,170,302
149,169,303
149,169,304
149,169,302
150,172,203
151,173,179
152,176,95
152,175,96
153,176,180
154,177,93
155,176,211
155,175,210
155,175,209
155,176,208
155,176,206
155,175,205
155,174,206
155,174,207
155,174,206
155,173,205
155,174,204
155,174,202
155,173,201
155,173,200
155,173,201
155,174,202
155,175,201
155,175,200
155,175,201
155,174,202
155,174,203
155,175,204
155,175,205
155,176,206
155,176,208
155,177,209
155,176,208
155,175,209
155,175,210
156,177,213
157,177,294
157,175,294
157,175,292
157,176,291
157,177,292
158,178,108
159,178,211
160,178,215
161,180,95
161,180,96
161,179,97
161,179,100
161,179,97
161,180,96
162,180,112
163,180,138
163,180,139
163,179,140
163,179,141
163,177,143
163,176,143
163,174,145
163,174,144
163,175,144
163,180,139
163,179,138
164,180,188
164,180,181
164,179,180
164,179,179
164,179,180
164,180,181
165,180,190
166,180,218
166,179,217
167,180,244
167,176,244
167,175,245
167,170,245
167,169,244
167,168,244
167,166,242
167,166,241
167,165,240
167,164,240
167,163,239
167,163,238
167,161,236
167,161,235
167,159,233
167,159,232
167,161,234
167,161,235
167,163,237
167,163,238
167,170,245
167,175,245
167,176,244
168,180,308
168,176,308
168,175,307
168,175,304
168,176,303
168,179,303
168,180,304
169,181,216
169,180,215
169,180,214
169,179,213
169,180,214
169,180,215
170,182,138
171,184,86
171,183,86
172,184,138
173,184,224
173,183,223
173,183,222
173,181,220
173,184,223
174,185,92
174,183,92
174,182,93
174,183,92
175,186,94
176,187,127
176,187,126
177,188,254
178,188,322
178,186,322
178,186,320
178,188,320
179,189,125
180,194,109
181,195,38
181,195,39
181,194,40
181,193,40
181,193,38
182,195,289
182,194,290
182,191,290
182,190,289
182,190,287
182,191,286
182,194,286
182,195,287
183,196,142
184,197,257
184,196,258
184,195,258
184,194,257
184,193,257
185,199,134
185,200,133
185,199,134
185,196,134
185,192,130
185,192,126
185,194,126
185,195,127
185,194,126
185,193,126
185,192,127
185,192,130
185,195,133
185,196,133
185,197,134
186,200,173
186,199,173
186,198,174
186,196,174
186,195,175
186,192,175
186,191,176
186,184,176
186,183,177
186,184,176
186,191,176
186,192,175
186,195,175
186,196,174
186,198,174
186,199,173
187,201,143
188,204,248
189,206,100
189,202,100
190,205,305
190,204,304
190,204,302
190,206,302
190,206,304
191,207,65
191,206,66
191,205,66
191,203,64
191,203,63
191,204,62
191,206,62
191,207,63
192,208,99
193,207,251
193,206,250
193,206,246
193,204,244
193,203,245
193,203,246
193,203,245
193,204,244
193,204,243
193,200,239
193,200,238
193,198,236
193,200,238
193,200,239
193,204,243
193,204,244
193,206,246
193,208,246
193,207,246
193,206,247
193,206,250
194,210,135
194,209,134
194,209,133
194,209,134
195,210,211
196,215,159
196,214,159
196,213,158
196,212,158
196,212,157
196,210,155
196,209,155
196,208,156
196,209,157
196,209,158
196,210,159
196,209,158
196,209,157
196,208,156
196,210,154
196,211,155
196,211,156
196,213,158
196,214,158
197,215,218
197,213,216
197,213,215
197,211,213
197,213,215
197,213,216
198,215,284
198,215,283
198,214,282
198,213,283
198,213,284
198,213,282
198,214,282
198,215,283
199,215,291
199,213,291
199,213,289
199,215,289
200,216,175
200,216,180
200,215,181
200,215,186
200,215,181
200,216,180
201,218,252
202,219,191
202,219,190
203,220,208
203,220,206
204,219,351
204,220,352
204,219,353
204,218,353
204,218,351
205,222,233
205,222,236
205,216,242
205,216,243
205,211,248
205,211,249
205,210,249
205,209,250
205,208,249
205,209,250
205,216,243
205,216,242
205,219,239
205,219,238
205,222,235
206,223,144
207,223,154
207,222,155
208,223,203
208,222,202
208,221,202
208,221,200
208,220,199
208,220,198
208,219,197
208,219,196
208,218,195
208,218,193
208,217,192
208,217,189
208,217,192
208,218,193
208,218,195
208,219,196
208,219,197
208,220,198
208,220,199
208,221,200
208,221,201
209,224,52
209,223,53
209,222,52
209,222,51
209,223,50
209,224,51
210,224,206
210,223,205
211,224,235
211,224,234
212,225,112
213,225,136
214,225,141
215,226,239
215,216,249
216,227,185
216,227,182
216,226,181
216,226,178
216,226,181
216,227,182
217,227,214
218,227,163
218,227,166
218,228,167
218,227,166
218,226,167
218,226,175
218,226,167
218,227,166
219,229,209
219,226,206
220,229,232
220,229,233
220,228,234
220,228,235
220,226,237
220,225,237
220,214,248
220,214,249
220,211,252
220,211,254
220,209,256
220,208,256
220,207,257
220,205,257
220,204,258
220,199,258
220,199,256
220,200,256
220,202,254
220,201,253
220,196,253
220,195,254
220,196,255
220,195,254
220,194,254
220,193,255
220,192,255
220,191,254
220,190,254
220,190,253
220,189,252
220,187,252
220,189,252
220,190,251
220,191,252
220,192,251
220,204,251
220,201,251
220,200,252
220,201,253
220,210,253
220,213,250
220,213,249
220,218,244
220,218,243
220,224,237
220,225,237
220,227,235
220,226,234
220,226,233
220,223,230
220,223,229
220,221,227
220,221,226
220,217,222
220,217,221
220,216,220
220,219,223
220,219,224
220,222,227
220,222,228
220,224,230
220,224,231
220,226,233
220,226,234
220,227,235
220,229,233
220,226,230
220,226,229
220,224,227
220,225,227
220,226,228
220,226,229
221,230,271
221,229,270
221,228,270
221,228,269
222,232,178
223,232,252
223,231,251
224,233,278
224,232,278
224,231,277
224,232,278
225,234,197
225,232,195
226,235,211
226,232,208
226,231,208
226,227,204
226,226,204
226,226,203
226,223,200
226,223,199
226,222,198
226,222,197
226,221,196
226,221,195
226,220,194
226,220,193
226,220,194
226,221,195
226,221,196
226,223,198
226,223,199
226,226,202
226,226,203
226,228,205
226,229,205
226,234,210
226,235,210
227,235,242
228,236,93
228,236,96
228,233,99
228,230,99
228,229,98
228,230,99
228,232,99
228,236,95
229,236,219
229,229,219
229,228,220
229,229,219
229,228,218
229,227,218
229,225,220
229,225,219
229,224,218
229,223,218
229,221,216
229,220,216
229,217,213
229,217,212
229,215,210
229,215,209
229,213,207
229,213,205
229,212,204
229,212,203
229,211,202
229,211,199
229,211,202
229,212,203
229,212,204
229,213,205
229,214,204
229,214,202
229,213,201
229,213,198
229,212,197
229,212,193
229,211,192
229,211,183
229,211,192
229,212,193
229,212,197
229,213,198
229,213,201
229,214,202
229,214,203
229,215,204
229,215,205
229,217,207
229,217,208
229,218,209
229,218,210
229,221,213
229,222,213
229,225,216
229,226,216
229,226,217
229,227,218
229,229,218
229,230,219
230,236,248
231,238,36
231,236,36
231,236,34
231,238,34
232,238,201
232,236,199
233,239,95
233,239,97
233,238,98
233,238,99
233,237,100
233,236,100
233,235,101
233,236,102
233,237,102
233,236,102
233,235,103
233,233,103
233,232,104
233,233,103
233,231,101
233,232,101
233,232,102
233,233,103
233,235,103
233,236,102
233,235,101
233,234,101
233,235,101
233,239,97
234,239,230
234,238,231
234,237,231
234,235,233
234,234,233
234,232,235
234,231,235
234,229,237
234,232,234
234,233,234
234,236,231
234,236,230
234,237,230
234,238,231
235,240,71
235,238,71
235,238,69
235,240,69
236,240,183
236,238,183
236,237,182
236,236,182
236,237,182
236,238,183
237,241,218
237,238,218
237,237,217
237,234,217
237,233,216
237,231,216
237,230,215
237,229,215
237,230,215
237,231,214
237,230,213
237,229,213
237,228,212
237,227,212
237,222,207
237,224,209
237,225,208
237,224,209
237,227,212
237,229,212
237,231,214
237,233,214
237,234,213
237,231,210
237,234,213
237,235,213
237,237,215
237,236,214
237,235,215
237,234,215
237,233,216
237,234,217
237,237,217
237,238,218
238,242,303
238,241,303
238,241,302
239,243,141
240,243,305
240,242,305
241,244,205
242,246,103
243,246,123
243,245,123
243,243,125
243,242,125
243,243,124
243,244,124
243,245,123
244,248,259
244,235,259
244,234,258
244,231,258
244,230,257
244,228,257
244,227,256
244,226,256
244,225,255
244,224,255
244,223,254
244,221,254
244,220,253
244,220,252
244,228,252
244,227,253
244,229,255
244,230,255
244,231,256
244,235,256
244,236,255
244,239,255
244,240,254
244,239,253
244,234,253
244,239,253
244,240,252
244,243,252
244,240,252
244,239,253
244,240,254
244,243,254
244,240,254
244,239,255
244,236,255
244,235,256
244,236,257
244,248,257
244,236,257
244,235,256
244,231,256
244,230,257
244,231,258
244,234,258
244,235,259
245,249,112
246,249,255
246,248,255
247,249,145
247,248,145
247,246,143
247,246,140
247,248,140
247,250,142
247,250,144
248,250,212
248,249,212
249,250,302
250,251,104
251,251,112
252,251,208
252,250,208
252,249,207
252,250,208
253,252,63
253,251,64
253,250,64
253,249,63
253,248,63
253,248,60
253,252,60
254,252,97
255,252,122
255,252,121
256,254,136
256,253,136
257,254,202
257,253,203
257,252,203
257,251,204
257,246,204
257,245,203
257,244,203
257,242,201
257,241,201
257,231,191
257,230,192
257,231,191
257,231,190
257,230,189
257,230,188
257,229,187
257,229,182
257,229,186
257,230,187
257,230,188
257,231,189
257,231,190
257,233,192
257,233,193
257,234,194
257,235,194
257,242,201
257,243,201
257,245,203
257,246,203
257,247,204
257,251,204
257,254,201
257,254,200
257,251,197
257,250,197
257,249,196
257,246,196
257,245,195
